;coeditor1;coeditor2;count
3797;Raby_Valérie;Souffi_Gilles;1
3881;Crépin_Annie;Jessenne_Jean-Pierre;1
3882;Crépin_Annie;Leuwers_Hervé;1
3938;Dauchy_Serge;Leuwers_Hervé;1
3946;Daverat_Xavier;McKenna_Antony;1
3944;Faget_Daniel;Raveux_Olivier;1
3943;Daumalin_Xavier;Faget_Daniel;1
3942;Leuwers_Hervé;Michel_Sabrina;1
3940;Demars-Sion_Véronique;Leuwers_Hervé;1
3896;Cronk_Nicholas;Viala_Alain;1
3972;Debailly_Pascal;Hersant_Marc;1
3958;Da Vinha_Mathieu;Grande_Nathalie;1
3751;Claydon_Tony;Levillain_Charles-Édouard;1
3755;Belleguic_Thierry;Cléro_Jean-Pierre;1
4295;Faggion_Lucien;Verdon_Laure;1
4251;Ehrard_Jean;Volpilhac-Auger_Catherine;1
4365;Fontius_Martin;Häseler_Jens;1
4361;Fonck_Bertrand;Genet-Rouffiac_Nathalie;1
4310;Favier_Thierry;Leconte_Thomas;1
4304;Farge_Arlette;Turcot_Laurent;1
4333;Mercier-Faivre_Anne-Marie;Thomas_Chantal;1
4332;Ferret_Olivier;Thomas_Chantal;1
4330;Goggi_Gianluigi;Volpilhac-Auger_Catherine;1
4329;Ferret_Olivier;Volpilhac-Auger_Catherine;1
4147;Donato_Clorinda;López_Ricardo;1
4143;Massip_Catherine;Serre_Solveig;1
4142;Dompnier_Bernard;Serre_Solveig;1
4133;Grande_Nathalie;Henneau_Marie-Élisabeth;1
4131;Gargam_Adeleine;Grande_Nathalie;1
4129;Dion_Laëtitia;Grande_Nathalie;1
4123;Neefs_Jacques;Rolet_Stéphane;1
4122;Didier_Béatrice;Rolet_Stéphane;1
4121;Didier_Béatrice;Tabet_Emmanuelle;1
4120;Didier_Béatrice;Ponnau_Gwenhaël;1
4207;Duflo_Colas;Ruiz_Luc;1
4197;Duby_Georges;Perrot_Michèle;1
5570;Lavorel_Guy;Rivara_Annie;1
5516;Pradeau_Christophe;Reguig_Delphine;1
5576;Reytier_Daniel;Roche_Daniel;1
5523;Prévost_Marie-Laure;Thomas_Chantal;1
5637;Armenteros_Carolina;Martínez_Margarita Barral;1
5636;Armenteros_Carolina;San Narciso_David;1
5661;Schandeler_Jean-Pierre;Vienne-Guerrin_Nathalie;1
5598;Rosi_Ivanna;Roulin_Jean-Marie;1
5613;Sabatier_Gérard;Torrion_Margarita;1
5614;Sabatier_Gérard;Saule_Béatrix;1
5408;Milbach_Sylvain;Vernier_Olivier;1
5407;Briege_François;Vernier_Olivier;1
5405;Milbach_Sylvain;Ortolani_Marc;1
5404;Briege_François;Ortolani_Marc;1
5403;Capella_Audric;Vernier_Olivier;1
5434;Paschoud_Adrien;Vuillemin_Nathalie;1
5433;Fragonard_Marie-Madeleine;Ventresque_Renée;1
5432;Berriot-Salvadore_Évelyne;Fragonard_Marie-Madeleine;1
5430;Fragonard_Marie-Madeleine;Pascal_Catherine;1
5402;Callemein_Gwenaëlle;Vernier_Olivier;1
5400;Capella_Audric;Ortolani_Marc;1
5399;Callemein_Gwenaëlle;Ortolani_Marc;1
5368;Noiray_Michel;Serre_Solveig;1
5398;Hollender_Bénédicte Decourt;Vernier_Olivier;1
5396;Hollender_Bénédicte Decourt;Ortolani_Marc;1
5395;Deharbe_Karine;Ortolani_Marc;1
5506;Maugué_Ludovic;Porret_Michel;1
5505;Fontana_Vincent;Porret_Michel;1
5503;Popkin_Jeremy D.;Popkin_Richard H.;1
5859;Ruggiu_François-Joseph;Vidal_Cécile;1
5836;Nootens_Thierry;Turcot_Laurent;1
5828;Greenfield_Sayre;Troost_Linda;1
5852;Bourguinat_Nicolas;Venayre_Sylvain;1
5857;Poton_Didier;Veyssière_Laurent;1
5856;Joutard_Philippe;Veyssière_Laurent;1
5845;Moser-Verrey_Monique;Van Dijk_Suzan;1
5956;Farge_Arlette;Zemon Davis_Natalie;1
5918;Larrère_Catherine;Méricam-Bourdet_Myrtille;1
